Seq_file	Frame_ID	Ref_ID	Pasa_filtro	Hay_segmento_de_subsecuencias_validas	longitud_minima_total_subseqs_superada	ratio_minimo_longitud_superado	Stop_codon_en_mitad_de_dos_segmentos_subsecuencias_validas	Vector_alineamiento
2	trinity_21.TRINITY_DN37_c0_g1_i5_Frame_R3	tr|A0A4Q8K5H6|A0A4Q8K5H6_9ARAC	False	False	False	False	False	00000000*00000000000000000000100000000100*000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001001000000000000000000000000010100**0000000*110000000000000000000000000000000000100000000000000100000000000001010001000010000*0000011100000000000000*1*00000000000*0000000000000000000000010*000000000000000000000000*0000*0000000000000000000*0000000000000000000000000000000000000000000000000000000000000000000*0*000000**0000000000*0000000000000000000000*0*00000*000000000000000
2	trinity_21.TRINITY_DN37_c0_g1_i5_Frame_R3	tr|A0A482Z8H6|A0A482Z8H6_9ARAC	False	False	False	False	False	0000000000*000000000000000000000000*0000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000**00*01000000000000000000000000000000000000100001000000000000010001000000000*000000110000000000001000*1*00000000000*0000000000010000000001010*000010100000000000000000*0010*0000000000000000000*0011000000000000000000001100001100000000000001010000000000000000000000000*0*000000**0010000000*00000001100000000000000000*0*00000*000000000000000
2	trinity_21.TRINITY_DN37_c0_g1_i5_Frame_R3	tr|A0A1L4BJ96|A0A1L4BJ96_HEMLE	True	False	False	False	False	000*000000000000000000000000*000000000000000000**00*000000000000000000000000000000000000000000000000000000000*00000000000000000*0*00000000000*0000000000000000000000000*000000000000000000000000*0000*0000000000000000000*000000000000000000000000000000000000000000000000000000000010000*0*000000**0010000000*0000000001100000000000000000000000001*1*01001*0000000000001000000001000000000000000
2	trinity_21.TRINITY_DN37_c0_g1_i5_Frame_R3	tr|A0A4V6MK93|A0A4V6MK93_DEISU	False	False	False	False	False	00000*000001001000000000000000*0000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000010**00*01000000000000000000000000000000000000101000000000000000010001000000000*00000011000000000000000*1*00000000000*0000000000110000000001010*000010100000000000000000*0010*0000000000000000000*1001000000000000000000001100001100000000000001010000000000000000000000000*0*000000**0000000000*0000000000000000000000*0*00000*000000000000000
3	trinity_21.TRINITY_DN56_c0_g1_i2_Frame_F1	tr|A0A8X6U7Z2|A0A8X6U7Z2_NEPPI	False	False	False	False	True	000000100000110111*00100000*10001010000000000110000000000000000000000000000000010010000000000000000000000000000000*0*10*00010001*00000*000001000*00000000000000000000010000000011000000010000010000100000000000*100000000101000000*000000*000000000000000000000000000000000000000*0*001000000000000000000000000000000000000000000000000000000000000000000000000000000000000*00000000111100000000000000100100000000000000000001000000000000000000000000000001001*000000000*00000*0*0*0100*0000000000*0*000000000000000000000000000000000000000000000000000001*000010000010100000000000*0*000000000000**000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000*0000000000000100000
3	trinity_21.TRINITY_DN56_c0_g1_i2_Frame_F2	tr|A0A8X6U7Z2|A0A8X6U7Z2_NEPPI	False	True	False	False	False	0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010*0010000000010*01000*0100000000010000010000000000000000000000000000100001000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011000000000000000000000000000000000000000000000000000010000000000000001000000000101100000000000000001000001100000000001001010000101011011000000000101001101000000000000001010010100011000010001001010000000000000000000000010110000000001010000000000000000000000001000000000000000100000000000000010100110010100000000000000000100000100000000000001000000*0*0000*000000000100100000
3	trinity_21.TRINITY_DN56_c0_g1_i2_Frame_F3	tr|A0A8X6U7Z2|A0A8X6U7Z2_NEPPI	False	False	False	False	False	0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010010010000001001000000001000010000*000000000010100000*0000000001000*00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000000000000000000000000000000000000000000000001010000000000000*0*01000000*11000000000000000000000*100100000000000000000000000000000000001000000*00000000000000000000001000000000000000100100000000000000000000001000000000000*00000000000000000*0000100000000000*00*0*01000000000*010000100*0000000100000000000000010000000000*01000000000000001*0*1000000000000000000000000000000000000*100000
3	trinity_21.TRINITY_DN56_c0_g1_i2_Frame_R1	tr|A0A8X6U7Z2|A0A8X6U7Z2_NEPPI	False	False	False	False	False	00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000100000000000000000011010000000000000000000000000*0010*0110000000000000100011000110000000*00*10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100010000000000000000000001000011000000000000000000100001000000000000000000*100000000000000000000000000000000100010000000000010001000100000000000000000010000000000000010001010001000000000*0001010101000100000010100000000000000000000000000000001010111000001000000000000000000000000000000000000000001*1000000100000000000000000000000000010000000000000010010000*0000000001*00100*0000**000000000000
3	trinity_21.TRINITY_DN56_c0_g1_i2_Frame_R2	tr|A0A8X6U7Z2|A0A8X6U7Z2_NEPPI	False	False	False	False	False	0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011000010000000000000000000000100010000000001000000000000000000000*00001000111000000010000001001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001*00100000000*000000000000000*000000010*0*00*00000000000000110000000*00000*00000*001*010000*0*0000*000000000000000000000000000001000000*0010000000000*000000*000000000000*0000000000000000000**00000*100000000000000000110*0000000000000000000000*00*0*0000000*10000*000000000*00000*1100000010000000001000000000*001*00001010100100000000*000000
3	trinity_21.TRINITY_DN56_c0_g1_i2_Frame_R3	tr|A0A8X6U7Z2|A0A8X6U7Z2_NEPPI	False	False	False	False	False	000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000001000000000000000000000000000000000000000000000000000000010000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000*000100100*0000000011000000000000000000000000000110000000000000000000010000000000010000000000000000100010100000000001000000100000001100000000000000000000010000000000*10001000001*0100100100000*0000000000000000000000000000000100100001000*000000001*0000000000000000000001000000000000001001000000000000000000000000000010*00*0000000000*0001010001000000000*00010*0*000000000000000010000000000000*000*
4	trinity_21.TRINITY_DN50_c0_g1_i1_Frame_F1	tr|A0A4Y5UGK3|A0A4Y5UGK3_CUPSA	True	True	True	True	False	00*00000*000000*01100000001011101010000000010001101111110010001010110000011000001110010011010000*0000000000000000000000*00000000000*000000000000
4	trinity_21.TRINITY_DN50_c0_g1_i1_Frame_F1	sp|B6DCV2|TX602_LYCSI	True	True	True	True	False	00*00000*000000*01100000100101001010000000010010101111000010010010110000011000001110110001000000*0000000000000000000000*00000000000*000000000000
4	trinity_21.TRINITY_DN50_c0_g1_i1_Frame_F1	sp|B6DCV8|TX608_LYCSI	True	True	True	True	False	00*00000*000000*01100000100101001010000000010010101111000010010010110000011000101110110001000000*0000000000000000000000*00000000000*000000000000
4	trinity_21.TRINITY_DN50_c0_g1_i1_Frame_F1	sp|B6DCW0|TX610_LYCSI	True	True	True	True	False	00*00000*000000*01100000100101001010000000010010101111000010010010110000011000001110110001000000*0000000000000000000000*00000000000*000000000000
4	trinity_21.TRINITY_DN50_c0_g1_i1_Frame_F1	sp|B6DCV3|TX603_LYCSI	True	True	True	True	False	00*00000*000000*01100000100101001010000000010010101111000010010010110000011000001110110001000000*0000000000000000000000*00000000000*000000000000
4	trinity_21.TRINITY_DN50_c0_g1_i1_Frame_F1	sp|B6DCV5|TX605_LYCSI	True	True	True	True	False	00*00000*000000*01100000100101001010000000010010101111000010010010110000011000001110110001000000*0000000000000000000000*00000000000*000000000000
4	trinity_21.TRINITY_DN50_c0_g1_i1_Frame_F1	sp|B6DCV7|TX607_LYCSI	True	True	True	True	False	00*00000*000000*01100000100101001000000000010010101111000010010010110000011000001110110001000000*0000000000000000000000*00000000000*000000000000
4	trinity_21.TRINITY_DN50_c0_g1_i1_Frame_F1	sp|B6DCV4|TX604_LYCSI	True	True	True	True	False	00*00000*000000*01100000100101001010000000010010101111000010010010110000011000001110110001000000*0000000000000000000000*00000000000*000000000000
4	trinity_21.TRINITY_DN50_c0_g1_i1_Frame_F1	sp|B6DCV1|TX601_LYCSI	False	True	False	False	False	00*00000*000000*01100000100101001010000000010010101111000010010010110000011000001110100001000000*0000000000000000000000*00000000000*000000000000
4	trinity_21.TRINITY_DN50_c0_g1_i1_Frame_F1	sp|B6DCV6|TX606_LYCSI	True	True	True	True	False	00*00000*000000*01100000100101001000000000010010101111000010010010110000011000001110110001000000*0000000000000000000000*00000000000*000000000000
4	trinity_21.TRINITY_DN50_c0_g1_i1_Frame_F1	tr|A0A4Y5UGK4|A0A4Y5UGK4_CUPSA	False	True	False	False	False	00*00000*000000*01100000000011001010000000010000101110010010001010110000011000001010110011010000*0000000000000000000000*00000000000*000000000000
4	trinity_21.TRINITY_DN50_c0_g1_i1_Frame_F1	sp|B6DCV9|TX609_LYCSI	False	True	False	False	False	00*00000*000000*01100000100101001010000000010010101111000010010010110000011000001110010001000000*0000000000000000000000*00000000000*000000000000
4	trinity_21.TRINITY_DN50_c0_g1_i1_Frame_F1	tr|A0A1V0FWQ9|A0A1V0FWQ9_9ARAC	True	True	True	True	False	00*00000*000000*00000000000000000000000000000000101111010010000010110010010100111110110001010000*0000000000000000000000*00000000000*000111000000
4	trinity_21.TRINITY_DN50_c0_g1_i1_Frame_F1	tr|A0A482Z6Q4|A0A482Z6Q4_9ARAC	False	True	False	False	False	00*00000*000000*01100000000001001010000000010000100110000010010010110000010000011110101001000000*0000000000000000000000*00000000000*000000000000
4	trinity_21.TRINITY_DN50_c0_g1_i1_Frame_F1	tr|A0A482ZGU6|A0A482ZGU6_9ARAC	False	True	False	False	False	00*00000*000000*01100000000001001000000000010000100110000010010010110000010000011110101001000010*0000000000000000000000*00000000000*000000000000
4	trinity_21.TRINITY_DN50_c0_g1_i1_Frame_F1	tr|A0A482ZIG5|A0A482ZIG5_9ARAC	False	True	False	False	False	00*00000*000000*01100000000000001000000000000010000111000010010010110000011000001110011001000000*0000000000000000000000*00000000000*000000000000
4	trinity_21.TRINITY_DN50_c0_g1_i1_Frame_F1	sp|B6DD06|TXA04_LYCSI	False	True	False	False	False	00*00000*000000*01100000001100001010000000000010001101000010000010110000011000001010110000000000*0000000000000000000000*00000000000*000000000000
4	trinity_21.TRINITY_DN50_c0_g1_i1_Frame_F1	sp|B6DD03|TXA01_LYCSI	False	True	False	False	False	00*00000*000000*01100000000100001010000000000010001101000010000010110000011000001010110000000000*0000000000000000000000*00000000000*000000000000
4	trinity_21.TRINITY_DN50_c0_g1_i1_Frame_F1	sp|B6DD11|TXBJ9_LYCSI	False	True	False	False	False	00*00000*000000*01100000000100001010000000010000001111000010000010110000011000001010110001000000*0000000000000000000000*00000000000*000000000000
4	trinity_21.TRINITY_DN50_c0_g1_i1_Frame_F1	tr|A0A482Z7V4|A0A482Z7V4_9ARAC	False	True	False	False	False	00*00000*000000*01100000000000001000000000000010000111000010010010110000011000001110011001000000*0000000000000000000000*00000000000*000000000000
4	trinity_21.TRINITY_DN50_c0_g1_i1_Frame_F1	sp|B6DCW8|TX708_LYCSI	False	True	False	False	False	00*00000*000000*01100000000100001010000000010010000110000010000010110000011000001110001011001000*0000000000000000000000*00000000000*000100000000
4	trinity_21.TRINITY_DN50_c0_g1_i1_Frame_F1	sp|B6DCW6|TX706_LYCSI	False	True	False	False	False	00*00000*000000*01100000000100001010000000010010000110000010000010110000011000001110001001000000*0000000000000000000000*00000000000*000100000000
4	trinity_21.TRINITY_DN50_c0_g1_i1_Frame_F1	tr|A0A482Z9D8|A0A482Z9D8_9ARAC	False	True	False	False	False	00*00000*000000*01100000000100101010000000010010001101000010000010110010001000001010111001000000*0000000000000000000000*00000000000*000100000000
4	trinity_21.TRINITY_DN50_c0_g1_i1_Frame_F1	sp|B6DCW9|TX709_LYCSI	False	True	False	False	False	00*00000*000000*01100000000100001010000000010010000110000010000010110000011000001110101000000000*0000000000000000000000*00000000000*000000000000
4	trinity_21.TRINITY_DN50_c0_g1_i1_Frame_F1	sp|B6DCW4|TX704_LYCSI	False	True	False	False	False	00*00000*000000*01100000000100001010000000010010000110000010000010110000011000001110001001000000*0000000000000000000000*00000000000*000100000000
4	trinity_21.TRINITY_DN50_c0_g1_i1_Frame_F1	sp|B6DD12|TXBJA_LYCSI	False	True	False	False	False	00*00000*000000*01100000000100001010000000010000001111000010000010110000011000001010110001000000*0000000000000000000000*00000000000*000000000000
4	trinity_21.TRINITY_DN50_c0_g1_i1_Frame_F1	sp|B6DD01|TX830_LYCSI	False	True	False	False	False	00*00000*000000*01100000100101001010000000010000000110100010000010110000011000001010110001000000*0000000000000000000000*00000000000*000000000000
4	trinity_21.TRINITY_DN50_c0_g1_i1_Frame_F1	sp|B6DD02|TXA31_LYCSI	False	True	False	False	False	00*00000*000000*01100000000100001010000000000010001101000010000010110000011000001010110000000000*0000000000000000000000*00000000000*000000000000
4	trinity_21.TRINITY_DN50_c0_g1_i1_Frame_F1	sp|B6DCY3|TX812_LYCSI	False	True	False	False	False	00*00000*000000*01100000000100001010000000110010000110000010000010110010110000001010011001000100*0000000000000000000000*00000000000*000000000000
4	trinity_21.TRINITY_DN50_c0_g1_i1_Frame_F1	sp|B6DCW1|TX701_LYCSI	False	True	False	False	False	00*00000*000000*01100000000100001010000000010010000110000010000010110000011000001110001001000000*0000000000000000000000*00000000000*000100000000
4	trinity_21.TRINITY_DN50_c0_g1_i1_Frame_F1	sp|B6DCX1|TX711_LYCSI	False	True	False	False	False	00*00000*000000*01100000000100001010000000010010000110000010000010110000011000001110101000000000*0000000000000000000000*00000000000*000000000000
4	trinity_21.TRINITY_DN50_c0_g1_i1_Frame_F1	sp|B6DD05|TXA03_LYCSI	False	True	False	False	False	00*00000*000000*01100000000100001010000000000010001101000010000010110000011000001010110000000000*0000000000000000000000*00000000000*000000000000
4	trinity_21.TRINITY_DN50_c0_g1_i1_Frame_F1	sp|B6DCW3|TX703_LYCSI	False	True	False	False	False	00*00000*000000*01100000000100001010000000010010000110000010000010110000011000001110001001000000*0000000000000000000000*00000000000*000100000000
4	trinity_21.TRINITY_DN50_c0_g1_i1_Frame_F2	tr|A0A4Y5UGK3|A0A4Y5UGK3_CUPSA	False	False	False	False	False	00000100011000000*00**00000**0**000000000000*000000000000000001000000000100*100*00000000*100000010001100000*000000000000000010*0000010*00*0000000
4	trinity_21.TRINITY_DN50_c0_g1_i1_Frame_F2	sp|B6DCV2|TX602_LYCSI	False	False	False	False	False	00000100010000000*00**00000**0**000000000000*01000000000000001000000000100*000*00000000*100000010000000000*000000000000000011*0000010*00*0000000
4	trinity_21.TRINITY_DN50_c0_g1_i1_Frame_F2	sp|B6DCV8|TX608_LYCSI	False	False	False	False	False	00000100010000000*00**00000**0**000000000000*01000000000000001000000000100*000*00000000*100000010000000000*000000000000000011*0000010*00*0000000
